id,# of genres,# of production companies,production countries,number of production countries,Oversea Status,release year,release quarter,# of keywords,# of cast,gender distribution for cast,actor name,# of crew,gender distribution for crew,budget,homepage,imdbid,popularity,runtime,tagline
7272,2,5,['US'],1,0,02,3,12,32,"[(18, 5, 9)]","JesseBradford,ErikaChristensen,ShiriAppleby,KateBurton,JasonRitter,ClayneCrawford,DanHedaya,NickSandow,PhyllisSomerville,JamesDeBello,PatriciaRae,KiaGoodwin,MichaelHiggins,PamelaIsaacs,TomCappadona,MalcolmBarrett,KenTriwush,PeterHermann,JohnKnox,AmyMapother,BenEpps,DanFountain,MaxRosmarin,ChrisFischer,ChristopherRivera,KevinPayne,MonroeMann,JTAlexander,JeremyBrena,JosephM,IsraelChaplin,TrishMcGettrick",110,"[(87, 6, 17)]",8500000,http://swimfan.film.ru/,tt0283026,8.421411,84,His biggest fan just became his worst nightmare.
7273,3,2,['HU'],1,1,15,2,7,11,"[(4, 0, 7)]","G,LeventeMoln,UrsRechn,ToddCharmont,JerzyWalczak,S,MarcinCzarnik,UweLauer,ChristianHarting,AmitaiKedar,JakabJuli",25,"[(23, 0, 2)]",1000000,http://www.sonofsaul.co.uk/,tt3808342,6.403937,107,
7274,3,3,"['DE', 'FR']",2,1,16,3,2,23,"[(15, 4, 4)]","PaulaBeer,PierreNiney,ErnstSt,MarieGruber,JohannvonB,AntonvonLucke,CyrielleClair,AlicedeLencquesaing,AxelWandtke,RainerEgger,RainerSilberschneider,MerlinRose,RalfDittrich,MichaelWitte,LutzBlochberger,JeanneFerron,TorstenMichaelis,ClaireMartin,CamilleGrandville,JeanPaulDubois,NicolasBonnefoy,LaurentBorel",50,"[(42, 2, 6)]",0,,tt5029608,9.098394,113,
7275,2,5,"['CA', 'IE']",2,0,15,4,16,46,"[(25, 14, 7)]","SaoirseRonan,DomhnallGleeson,EmoryCohen,JimBroadbent,JulieWalters,FionaGlascott,JaneBrennan,BridBrennan,JessicaPar,EmilyBettRickards,EveMacklin,NoraJaneNoone,EvaBirthistle,JennMurray,PeterCampion,MichaelZegen,JamesDiGiacomo,ChristiandelaCortina,PaulinoNunes,EllenDavid,SamanthaMunro,MaeveMcGrath,NiamhMcCann,AlainGoulem,AineNiMhuiri,EmmaLowe,DenisConway,GaryLydon,KarenArdiff,MellaCarron,MattGlynn,BarbaraDrennan,GillianMcCarthy,JamesCorscadden,JaneWheeler,AdrienBenn,EllisRockburn,ErikaRosenbaum,MaxWalker,TadhgMcMahon,PaulStewart,KarenBelfo,MichelinePoitras",72,"[(58, 7, 7)]",11000000,http://www.foxsearchlight.com/brooklyn/,tt2381111,7.991613,111,"Two countries, two loves, one heart"
7276,2,2,['US'],1,0,88,1,1,21,"[(5, 8, 8)]","LiamNeeson,JuliaRoberts,JustineBateman,TriniAlvarado,DeborahHarry,ScottCoffey,BrittaPhillips,ChrisNash,MichaelDeLorenzo,KevinHaley,PeterCraig,PeterCraig,SherylAnnMartin,LiaRomaine,WyattPringle,BobBrzuchalski,AlanGreisman,HelenKelly,DavidLeBell,GregRoszyk",19,"[(5, 7, 7)]",0,,tt0096037,1.502936,92,One Band. One Dream. One Summer.
7277,3,3,['US'],1,0,94,2,10,15,"[(3, 3, 9)]","JohnGoodman,ElizabethPerkins,RickMoranis,KyleMacLachlan,HalleBerry,ElizabethTaylor,DannFlorek,RichardMoll,IrwinKeyes,JonathanWinters,HarveyKorman,CoreyBurton,RogerL,JeanVanderPyl",31,"[(7, 4, 20)]",46000000,,tt0109813,15.019586,91,Yabba-Dabba-Doo!
7278,3,6,"['GB', 'US', 'CN']",3,0,14,4,6,20,"[(4, 3, 13)]","BradPitt,ShiaLaBeouf,LoganLerman,MichaelPe,JonBernthal,JimParrack,BradWilliamHenke,KevinVance,XavierSamuel,JasonIsaacs,AnamariaMarinca,AliciavonRittberg,ScottEastwood,EugeniaKuzmina,JakeCurran,EricKofiAbrefa,AdamGanne,MarekOravec,ZachAvery,JackBannon",92,"[(72, 6, 14)]",68000000,,tt2713180,36.713807,135,War never ends quietly.
7279,3,5,['US'],1,1,02,3,23,114,"[(46, 36, 32)]","MikeMyers,Beyonc,SethGreen,MichaelYork,MindySterling,VerneTroyer,MichaelCaine,FredSavage,DianeMizota,CarrieAnnInaba,NobuMatsuhisa,RobertWagner,AnnaMarieGoddard,AaronHimelstein,JoshZuckerman,EvanFarmer,TomListerJr,NicholeHiltz,GwynethPaltrow,AngelaMeryl,ScottAukerman,JohnTravolta,DannyDeVito,KevinSpacey,TomCruise,EddieAdams,NeilMullarkey,EricWinzenried,JimPiddock,EstherScott,LeynaNguyen,JeannetteCharles,BrianTee,MasiOka,KevinCooney,ClintHoward,MichaelMcDonald,FredStoller,BradGrunberg,GregGrunberg,RenUrano,KingaPhilipps,JohnDonovan,MasaKanome,HideoKimura,HiroshiOtaguro,KevinAlexanderStea,LindaKim,NinaKaczorowski,TammyVanderpool,NikkiZiering,SybilAzur,NicoleHumphries,PatriceFisher,TimothyAnderson,FauneA,KellyCooper,R,ShaunEarl,MichelleElkin,JenniferHamilton,HunterHamilton,MichaelHiggins,MarkMeismer,MandyMoore,AyeshaOrange,NathanPrevost,LizRamos,ShealanSpencer,BeccaSweitzer,SalvatoreVassallo,RobertVinson,AmieBarsky,LinaChmiel,SharonFerguson,TreyKnight,BrianRichardson,KimberleeSuerth,LakishaSwift,NathanLane,KatieCouric,RobLowe,RyanAllenCarrillo,MichaelChaturantabut,GabrielCorbin,DevynDuex,ChristyMcGinityGibel,PaulGrace,BenHisoler,WillHolman,EijiInoue,JimmyJatho,KristenJohnston,CharlesM,MartinKlebba,CarolinaLancaster,RyanMcGonagle,KinseyMcLean,MaryleePicciano,GeneAnthonyRay,TaraRice,NicoleSciacca,MattSergott,SonnySison,MichaelSunLee,ChrisSung,AndreannaVeith,KevinVila,DanWarner,ShaneZeranski,OzzyOsbourne,StevenSpielberg,BritneySpears",144,"[(101, 14, 29)]",63000000,http://www.austinpowers.com/,tt0295178,8.786653,94,He's still evil... He's still deadly... and he's still surrounded by frickin' idiots!
7280,1,1,['US'],1,1,13,2,4,23,"[(2, 4, 17)]","ChadwickBoseman,T,HarrisonFord,NicoleBeharie,ChristopherMeloni,JohnC,RyanMerriman,JudTylor,BrettCullen,BradBeyer,LucasBlack,Andr,AlanTudyk,HamishLinklater,JamesPickensJr,GinoAnthonyPesi,KelleyJakle,JenniferCocker,TobyHuss,MaxGail,PeterMacKenzie,HenryG,JeremyRayTaylor",43,"[(21, 7, 15)]",40000000,,tt0453562,11.637224,128,The True Story Of An American Legend
7281,1,3,['US'],1,0,09,3,23,39,"[(5, 14, 20)]","ScoutTaylorCompton,SheriMoonZombie,TylerMane,ChaseWrightVanek,BradDourif,MalcolmMcDowell,AngelaTrimbur,DanielleHarris,CarolineWilliams,HowardHesseman,DuaneWhitaker,BetsyRue,GregTravis,ChrisHardwick,SeanWhalen,MargotKidder,OctaviaSpencer,BreaGrant,SylviaJefferies,DianeAyalaGoldner,NickyWhelan,CatherineDyer,DaytonCallie,RichardBrake,RichardRiehle,AdamBoyer,MaryBirdsong,MarkBooneJunior,JeffDanielPhillips,DanielRoebuck,SilasWeirMitchell,BillFagerbakke,RobertCurtisBrown,RenaeGeerlings,MarkChristopherLawrence,MattBush,JesseDayton,EileenDietz",17,"[(3, 4, 10)]",15000000,http://www.halloween2-movie.com/,tt1311067,7.490807,105,Family Is Forever
7282,4,7,['US'],1,0,03,3,9,15,"[(1, 5, 9)]","NicolasCage,SamRockwell,AlisonLohman,BruceAltman,BruceMcGill,SteveEastin,BethGrant,SheilaKelley,FranKranz,TimKelleher,NigelGibbs,BillSaito,TimMaculan,GianninaFacio",52,"[(30, 6, 16)]",62000000,,tt0325805,5.539265,116,Lie. Cheat. Steal. Rinse. Repeat.
7283,3,6,['US'],1,1,12,1,9,31,"[(4, 5, 22)]","KateBeckinsale,StephenRea,MichaelEaly,TheoJames,IndiaEisley,CharlesDance,SandrineHolt,SannyvanHeteren,JacobBlair,RobertLawrenson,KurtMaxRunte,MarvinDuerkholz,RonWear,RichardCetrone,DanPayne,MarkGibbon,BenitaHa,TylerMcClendon,Panou,IanRozylo,KristenHoldenRied,JohnInnes,LeeMajdoub,CatlinAdams,AdamGreydonReid,ChristianTessier,WesBentley,ScottSpeedman,SannyvanHeteren,JoeCensoplano,PrestonCook",41,"[(13, 6, 22)]",70000000,http://www.entertheunderworld.com/,tt1496025,12.345348,88,Vengeance Returns
7284,2,3,"['FR', 'IE', 'GB']",3,0,14,2,0,37,"[(24, 3, 10)]","BarryWard,SimoneKirby,JimNorton,AndrewScott,FrancisMagee,KarlGeary,ShaneCullen,PaulFox,SorchaFox,AislingFranciosi,DeniseGough,AileenHenry,SeamusHughes,MartinLucey,ChrisMacManus,MikelMurfi,Se,StellaMcGirl,JohnCronogue,MichaelSheridan,DianeParkes,PadraigFallon,AnnaCrossley,R,JohnMcCarrick,HughGallagher,ColmGormley,JohnColleary,JoeLafferty,TomColsh,ConorMcDermottroe",4,"[(0, 1, 3)]",0,,tt3110960,2.839854,106,Where Anything Goes and Everyone Belongs.
7285,5,2,"['DE', 'GB']",2,1,09,3,5,24,"[(7, 6, 11)]","BenFoster,DennisQuaid,CamGigandet,AntjeTraue,CungLe,EddieRouse,NormanReedus,Andr,FriederikeKempter,NielsBrunoSchmidt,AsiaLunaMohmand,DelphineChuillot,WotanWilkeM,JulianRappe,JonFoster,JeffBurrell,NeeleshaBaVora,YangzomBrauen,MarcoAlbrecht,DawidSzatarski,NicoMarquardt,DonJeanes,DavidP",15,"[(4, 2, 9)]",33000000,http://www.pandorummovie.com/,tt1188729,10.391425,108,Don't fear the end of the world. Fear what happens next.
7286,4,3,['US'],1,0,85,3,29,51,"[(19, 9, 23)]","MichaelJ,ChristopherLloyd,LeaThompson,CrispinGlover,ThomasF,ClaudiaWells,MarcMcClure,WendieJoSperber,GeorgeDiCenzo,FrancesLeeMcCain,JamesTolkan,HarryWaters,BillyZane,J,CaseySiemaszko,DonaldFullilove,LisaFreeman,CristenKauffman,ElsaRaven,WillHare,IvyBethune,JasonMarin,KatherineBritton,JasonHervey,MaiaBrewton,CourtneyGains,RichardL,JohnnyGreen,JamieAbbott,NormanAlden,ReadMorgan,SachiParker,RobertKrantz,GaryRiley,KarenPetrasek,GeorgeBuckFlower,TommyThomas,DavidHaroldBrown,LloydL,PaulHanson,LeeBrownfield,RobertDeLapp,WalterScott,CharlesL,DeborahHarmon,JanineKing,HueyLewis,TomTangen,ArthurTovey",40,"[(10, 5, 25)]",19000000,http://www.backtothefuture.com/movies/backtothefuture1,tt0088763,25.778509,116,He's the only kid ever to get into trouble before he was born.
7287,1,1,['US'],1,0,15,4,2,46,"[(30, 4, 12)]","C,SeanAstin,JonVoight,VirginiaWilliams,BrandoEaton,SherriShepherd,NicBishop,CalebCastille,KellyGreyson,RhodaGriffis,MarcusHenderson,JoyBrunson,LanceE,KevinSizemore,DeVonFranklin,BrettRice,RichardKohnke,JetJurgensmeyer,KirkB,BlakeBurgess,DannyVinson,KevinDownes,HarryAlexander,KristiAverette,DevinBright,JasonBurkey,CarltonByrd,PeterCharnock,MatthewT,XavierDuPriest,MichaelEntrekin,RonFlagge,JeremyGrimsley,CoreyHodge,TyrellHumphries,JustinJohnston,WalkerMorganKendrick,DavidKloehr,JeffKruse,KellyLayne,KeithLoy,DavidManne,DougMarkstrom,TomMullins",4,"[(3, 0, 1)]",12000000,,tt4183692,3.216606,123,One Hope. One Truth. One Way (John 14:6)
7288,4,2,['US'],1,1,13,1,4,36,"[(22, 5, 9)]","ColinFarrell,NoomiRapace,TerrenceHoward,DominicCooper,IsabelleHuppert,LuisDaSilvaJr,StuartBennett,FrankyG,DeclanMulvey,JohnCenatiempo,RoyJamesWilson,MylesHumphus,StephenHill,AaronVexler,JamesBiberi,F,AndrewStewartJones,KrystalTini,WilliamZielinski,JessicaJeanWilson,ChristopherCline,KimberlyS,MichaelMcKiddy,BeataDalton,AccaliaQuintana,JaySantiago,MariaLaboy,SaulStein,RoyMiltonDavis,ArmandAssante,JenniferMudge,AnteNovakovic,KreshNovakovic,RawLeiba,JenniferButler,RaymondMamrak",15,"[(9, 2, 4)]",0,,tt2101341,7.150388,118,Blood demands blood
7289,3,3,['US'],1,0,04,3,10,16,"[(0, 6, 10)]","BryceDallasHoward,JoaquinPhoenix,AdrienBrody,WilliamHurt,SigourneyWeaver,BrendanGleeson,CherryJones,CeliaWeston,JohnChristopherJones,FrankCollison,JayneAtkinson,JudyGreer,FranKranz,JesseEisenberg,MichaelPitt,M",121,"[(93, 5, 23)]",60000000,,tt0368447,8.172707,108,There is no turning back
7290,4,3,['RU'],1,0,12,2,4,17,"[(10, 0, 7)]","VladimirIlin,GerasimArkhipov,AleksandrVakhov,VilmarBieri,DmitriBykovsky,VitaliyDordzhiev,KlausGr,DmitriyKalyazin,YuriyKirshev,KarlKranzkowski,AndreyMyasnikov,LeonidOrlov,ChristianRedl,MichaelShanks,MariyaShashlova,ValeriyGrishko,VitalyKishchenko",5,"[(5, 0, 0)]",11000000,,tt2318405,9.56013,104,
7291,4,1,['US'],1,0,70,4,7,15,"[(3, 3, 9)]","PhilHarris,SterlingHolloway,ScatmanCrothers,EvaGabor,PaulWinchell,LordTimHudson,VitoScotti,ThurlRavenscroft,DeanClark,LizEnglish,GaryDubin,NancyKulp,PatButtram,GeorgeLindsey,MonicaEvans",18,"[(4, 0, 14)]",4000000,,tt0065421,9.834047,78,A tune-filled animated extravaganza.
7292,2,2,['IN'],1,0,13,2,2,11,"[(3, 2, 6)]","VijaySethupathi,SanchitaShetty,RadhaRavi,M,AshokSelvan,BobbySimha,YogJapee,RJRameshThilak,Karunakaran,Ramdoss,AnjaliRao",10,"[(5, 0, 5)]",310000,,tt2877108,1.217786,138,Evil Engulfs
7293,3,3,['US'],1,0,72,4,7,16,"[(4, 2, 10)]","SteveMcQueen,AliMacGraw,BenJohnson,AlLettieri,SallyStruthers,SlimPickens,RichardBright,JackDodson,DubTaylor,BoHopkins,RoyJenson,JohnBryson,BillHart,TomRunyon,WhitneyJones,TommyBush",13,"[(2, 0, 11)]",3352254,,tt0068638,10.037593,118,
7294,1,0,['JP'],1,0,99,1,5,16,"[(11, 3, 2)]","MikiNakatani,HitomiSat,KyokoFukada,FumiyoKohinata,KenjiroIshimaru,Y,Rikiya,Y,Masako,MiwakoKaji,KatsumiMuramatsu,DaisukeBan,ReitaSerizawa,ShinmeiTsuji,NanakoMatsushima",5,"[(1, 0, 4)]",6000000,,tt0218553,5.277814,92,
7295,2,2,['US'],1,0,97,1,10,45,"[(9, 14, 22)]","HowardStern,MaryMcCormack,KellyBishop,PaulGiamatti,LeslieBibb,AllisonJanney,RobinQuivers,FredNorris,JackieMartling,CarolAlt,RichardPortnow,HenryGoodman,JonathanHadary,PaulHecht,MichaelMurphy,JamesMurtaugh,ReniSantoni,LeeWilkof,MelanieGood,TheresaLynn,AmberSmith,JennaJameson,BobbyBoriello,MichaelMaccarone,JohnMichaelBolger,JohnStamos,FlavorFlav,M,TedNugent,OzzyOsbourne,Slash,JohnPopper,DeeSnider,TinyTim,StevenGilborn,WendyHoopes,JanineLindemulder,MichaelC,JoanneCamp,DavidLetterman,SarahHyland,EdieFalco,MiaFarrow,IggyPop",10,"[(2, 2, 6)]",28000000,,tt0119951,10.928417,109,Never before has a man done so much with so little.
7296,1,1,['US'],1,0,07,4,4,4,"[(3, 0, 1)]","ImogeneRobinson,VictorRobinson,GeneRobinson",55,"[(48, 2, 5)]",0,http://www.forthebibletellsmeso.org/indexd.htm,tt0912583,1.032566,98,
7297,1,6,['US'],1,0,05,1,17,15,"[(7, 2, 6)]","JayHernandez,DerekRichardson,EythorGudjonsson,BarbaraNedeljakova,JanaKaderabkova,JanVlas,LubomirBukovy,TakashiMiike,KeikoSeiko,JanaHavlickova,RickHoffman,PetrJanis,JenniferLim,EliRoth,JosefBradna",51,"[(29, 1, 21)]",4800000,http://www.hostelfilm.com/,tt0450278,12.093928,94,Welcome To Your Worst Nightmare
7298,3,4,['US'],1,0,99,1,6,19,"[(3, 6, 10)]","GlennClose,JulianneMoore,LivTyler,PatriciaNeal,CharlesS,NedBeatty,CourtneyB,DonaldMoffat,DannyDarst,MattMalloy,RandleMell,NiecyNash,RufusThomas,RubyWilson,AnneWhitfield,RedWest,FergusonReid,ChristopherCoulson",13,"[(7, 1, 5)]",10000000,,tt0126250,3.380684,118,"Welcome to Holly Springs... home of murder, mayhem and catfish enchiladas."
7299,1,2,['US'],1,0,87,3,3,15,"[(5, 4, 6)]","Madonna,GriffinDunne,BibiBesch,JohnMcMartin,JohnMills,HavilandMorris,CoatiMundi,DrewPillsbury,RobertSwan,StanleyTucci,ArthurTovey,DennisBurkley,KarenEliseBaldwin,CrystalCarson,ElaineWilkes",30,"[(12, 3, 15)]",0,,tt0094321,3.78346,92,A funny thing happened on the way to the bus station.
7300,2,2,['US'],1,1,11,1,4,8,"[(1, 1, 6)]","GregKinnear,LeaThompson,BillyCrudup,AlanArkin,ScottCrouch,BobBalaban,DavidHarbour,PeterMoore",4,"[(1, 2, 1)]",0,,tt1512240,9.64235,93,"Greetings from Kenosha, WI! Where Ordinary Folks Can Make a Killing"
7301,4,3,"['AU', 'US']",2,0,06,1,4,23,"[(3, 12, 8)]","EmmaRoberts,SaraPaxton,JakeMcDorman,ArielleKebbel,ClaudiaKarvan,BruceSpence,TamminSursok,RoyBilling,JuliaBlake,ShaunMicallef,LuluMcClatchy,NatashaCunningham,DichenLachman,LincolnLewis,MatthewOkine,JoeyMassey,AliceHunter,RegisBroadway,RobbieParkin,AureaMorrisey,E,OzzieDevrish",15,"[(5, 5, 5)]",12000000,http://www.aquamarinemovie.com/,tt0429591,11.29062,104,A Fish-Out-Of-Water Comedy.
7302,2,2,['US'],1,1,15,3,11,15,"[(6, 3, 6)]","KitanaKikiRodriguez,MyaTaylor,KarrenKaragulian,JamesRansone,AllaTumanian,LuizaNersisyan,ArsenGrigoryan,IanEdwards,ScottKrinsky,CluGulager,AnaFoxxx,ChelcieLynn,JohnGulager,JoshSussman",22,"[(11, 2, 9)]",100000,,tt3824458,4.832631,87,
7303,3,1,['KR'],1,0,10,2,0,8,"[(2, 2, 4)]","ParkJoonghoon,JungYumi,ParkWonsang,JeongWoohyuk,JeongIngi,KwonYul,MinKyungjin,YangEunyong",5,"[(3, 0, 2)]",800000,,tt1672091,1.049484,100,
7304,2,2,['US'],1,0,01,4,11,18,"[(7, 1, 10)]","HalleBerry,BillyBobThornton,HeathLedger,SeanCombs,CoronjiCalhoun,PeterBoyle,TaylorSimpson,GabrielleWitcher,AmberRules,YasiinBey,TaylorLaGrange,CharlesCowanJr,AnthonyBean,FrancineSegal,JohnMcConnell,MarcusLyleBrown,MiloAddica,BernardJohnson",21,"[(10, 1, 10)]",4000000,,tt0285742,6.341187,111,A lifetime of change can happen in a single moment.
7305,3,1,['US'],1,0,88,4,2,5,"[(1, 2, 2)]","RebeccaDeMornay,MaryGross,FredDaltonThompson,LarryCedar,KenMarshall",4,"[(2, 0, 2)]",0,,tt0095145,3.139282,90,Sleep Tight America. These Women Carry Guns.
7306,5,2,['US'],1,0,07,2,26,41,"[(13, 9, 19)]","MikeMyers,EddieMurphy,CameronDiaz,JulieAndrews,AntonioBanderas,JohnCleese,RupertEverett,EricIdle,AmySedaris,JustinTimberlake,JohnKrasinski,MayaRudolph,AmyPoehler,SethRogen,DavidP,SusanneBlakeslee,CodyCameron,LarryKing,ChristopherKnights,IanMcShane,CheriOteri,RegisPhilbin,ConradVernon,AronWarner,JasperJohannesAndrews,GuillaumeAretos,KellyAsbury,ZacharyJamesBernard,AndrewBirch,SeanBishop,KellyCooney,WaltDohrn,DanteJamesHauser,JordanAlexanderHauser,TomKane,TomMcGrath,ChrisMiller,LatifaOuaou,AlinaPhelan,MarkValley,KariWahlgren",15,"[(7, 2, 6)]",160000000,http://www.shrekthethird.com/flash/index.html,tt0413267,14.072479,93,Who's ready for Thirds?
7307,2,3,"['CA', 'US']",2,0,97,2,24,15,"[(1, 7, 7)]","CraigSheffer,SherylLee,TerenceStamp,CaseySiemaszko,SpaldingGray,LeighTaylorYoung,LoisChiles,BluMankuma,KenCamroux,PamelaPerry,EliGabay,MollyParker,HiroKanagawa,MerrilynGann,GillianBarber",11,"[(6, 0, 5)]",0,,tt0118742,1.262649,103,Love is only the beginning.
7308,3,3,['US'],1,1,02,4,8,11,"[(0, 5, 6)]","HowieMandel,TaylorMomsen,JacobSmith,DeltaBurke,AlanaAustin,GeraldMcRaney,LynnRedgrave,DakotaFanning,BobcatGoldthwait,Sinbad,TomArnold",1,"[(0, 0, 1)]",0,,tt0293832,2.186679,89,Magically Delicious! A Real Family Treat!
7309,1,3,['US'],1,1,69,2,1,49,"[(13, 21, 15)]","DustinHoffman,JonVoight,SylviaMiles,JohnMcGiver,BrendaVaccaro,BarnardHughes,RuthWhite,JenniferSalt,GilmanRankin,T,GeorgeEppersen,GeorgannJohnson,BobBalaban,MarleneClark,JanTice,AlScott,LindaDavis,ArleneReeder,JonathanKramer,AnthonyHolland,PaulBenjamin,ArthurAnderson,TinaScala,AlmaFelix,RichardClarke,AnnThomas,PaulRossilli,Viva,UltraViolet,PaulJabara,InternationalVelvet,CeceliaLipson,TaylorMead,PaulMorrissey,JoanMurphy,AlStetson,PatAst,MaryBoylan,RandallCarver,RobertDahdah,TrentGough,PaulJasmin,BarbaraMaggio,JayMorran,ReneeSemes,JeffreyWalker,M,BillWalters,WaldoSalt",13,"[(3, 1, 9)]",3600000,,tt0064665,10.579988,113,Whatever you hear about Midnight Cowboy is true.
7310,3,3,"['US', 'AU']",2,0,89,4,9,13,"[(6, 2, 5)]","RutgerHauer,JoanChen,DelroyLindo,AnnaKatarina,GandhiMacIntyre,JustinMonjo,CaseyHuang,QuangDinh,JohnDoumtsis,CeciliaWong,HughKeaysByrne,MaxFairchild",17,"[(8, 2, 7)]",0,,tt0094764,10.3371,100,When juggers play there is only one way to live - THE HARD WAY!
7311,3,1,"['AR', 'ES']",2,0,14,3,3,15,"[(8, 3, 4)]","RicardoDar,LeonardoSbaraglia,Dar,NancyDupl,Mar,RitaCortese,JulietaZylberberg,Mar,M,OscarMart,WalterDonado,Germ,C,OsmarN",31,"[(26, 1, 4)]",0,,tt3011894,8.764888,125,We can all lose control
7312,4,10,"['FR', 'GB']",2,1,08,3,14,19,"[(0, 3, 16)]","VinDiesel,MichelleYeoh,M,LambertWilson,CharlotteRampling,G,MarkStrong,J,JoelKirby,SouleymaneDicko,RadekBruna,DavidBelle,JanUnger,AbrahamBelaga,DavidGasman,GaryCowan,LemmyConstantine,PeteThias,CurtisMatthew",72,"[(57, 3, 12)]",70000000,http://www.babylonadmovie.com/,tt0364970,9.273808,101,Kill or be Killed.
7313,3,4,['US'],1,1,10,1,9,26,"[(5, 5, 16)]","LeonardoDiCaprio,MarkRuffalo,BenKingsley,EmilyMortimer,MichelleWilliams,MaxvonSydow,JackieEarleHaley,PatriciaClarkson,TedLevine,JohnCarrollLynch,EliasKoteas,RobinBartlett,ChristopherDenham,SpencerTreatClark,JosephSikora,CurtissCook,GaryGalone,JohnFranchi,NellieSciutto,RaymondAnthonyThomas,JosephMcKenna,RubyJerins,TomKemp,BatesWilder,DrewBeasley,DanMarshall",29,"[(12, 5, 12)]",80000000,http://www.shutterisland.com/,tt1130884,15.813629,138,Someone is missing.
7314,3,1,['KR'],1,0,17,1,0,7,"[(2, 1, 4)]","HyunBin,YooHaejin,KimJoohyuk,JangYoungnam,ImYoonah,LeeDongHwi,LeeHaeyeong",4,"[(4, 0, 0)]",8520000,,tt5606538,1.75859,125,
7315,1,1,['US'],1,0,88,3,0,7,"[(1, 1, 5)]","BobcatGoldthwait,JohnCandy,DabneyColeman,VirginiaMadsen,CindyPickett,JimMetzler,GilbertGottfried",15,"[(6, 1, 8)]",9000000,http://www.wbshop.com/product/hot+to+trot+1000180065.do,tt0095326,1.99161,88,When I Talk You're Gonna Laugh Yourself Hoarse!
7316,2,5,['JP'],1,0,14,3,7,15,"[(8, 4, 3)]","SaraTakatsuki,KasumiArimura,NanakoMatsushima,SusumuTerajima,ToshieNegishi,Ry,KazukoYoshiyuki,HitomiKuroki,HiroyukiMorisaki,TakumaOtoo,HanaSugisaki,BariSuzuki,ShigeyukiTotsugi,KenYasuda,YoOizumi",11,"[(11, 0, 0)]",0,http://marnie.jp,tt3398268,9.342061,103,"Promise we'll remain a secret, forever."
7317,4,3,['US'],1,0,10,2,11,20,"[(0, 11, 9)]","LiamNeeson,JustinLong,ChristinaRicci,JoshCharles,ChandlerCanterbury,CeliaWeston,ShulerHensley,AnnaKuchma,RosemaryMurphy,LaurelBryce,LuzAlexandraRamos,MalachyMcCourt,AliceDrummond,JackRovello,DoanLy,SamKressner,PrudenceWrightHolmes,BarbaraSinger,LaurieCole,ChrisJackson",45,"[(25, 5, 15)]",4500000,http://www.afterlifethefilm.com/,tt0838247,9.063797,104,Life is the symptom. Death is the cure.
7318,5,3,['US'],1,1,00,2,6,10,"[(0, 1, 9)]","TommyLeeJones,SamuelL,GuyPearce,BenKingsley,BruceGreenwood,AnneArcher,BlairUnderwood,PhilipBakerHall,DaleDye,Amidou",84,"[(59, 3, 22)]",60000000,,tt0160797,10.278274,128,A hero should never have to stand alone.
7319,3,4,"['CA', 'AU']",2,0,14,2,15,36,"[(23, 9, 4)]","EssieDavis,NoahWiseman,DanielHenshall,HayleyMcElhinney,CathyAdamek,CraigBehenna,BenjaminWinspear,ChloeHurn,PippaWanganeen,PetaShannon,MichelleNightingale,BarbaraWest,TonyMack,CarmelJohnson,AdamMorgan,MichaelGilmour,CraigMcArdle,JacquyPhillips,TerenceCrawford,TiffanyLyndallKnight,LucyHong,SophieRiggs,JohnMaurice,StephenSheehan,AliciaZorkovic,TimPurcell,BridgetWalters,LotteCrawford,ChrisRoberts,AnnieBatten,IndiaZorkovic,IslaZorkovic,CharlieCrabtree,EthanGrabis,SophieAllan,Hachi",33,"[(28, 1, 4)]",2000000,http://thebabadook.com/,tt2321549,8.832788,93,"If it's in a word, or it's in a look, you can't get rid of the Babadook."
7320,2,4,"['ES', 'US']",2,0,16,4,18,14,"[(7, 4, 3)]","LewisMacDougall,SigourneyWeaver,FelicityJones,TobyKebbell,LiamNeeson,GeraldineChaplin,JenniferLim,JamesMelville,LilyRoseAslandogdu,DominicBoyle,MaxGabbay,OliverSteer,BenMoor,FridaPalsson",29,"[(21, 1, 7)]",43000000,http://www.focusfeatures.com/amonstercalls,tt3416532,24.483893,108,Stories are wild creatures.
7321,1,5,['ES'],1,0,08,4,6,9,"[(5, 2, 2)]","ElLangui,OvonoCandela,JavierIglesiasBustamante,ElioToffana,MalaRodr,JuanNavarro,DiegoCarrasco,YounesBachir,AliciaOrozco",12,"[(12, 0, 0)]",0,,tt1190905,0.191219,0,
7322,1,2,['US'],1,0,12,4,9,11,"[(9, 0, 2)]","JamesBalog,SvavarJonatansson,AdamLeWinter,LouiePsihoyos,KittyBoone,SylviaEarle,DennisDimick,JasonBox,TadPfeffer,SuzanneBalog,JeffOrlowski",13,"[(6, 0, 7)]",0,http://chasingice.com/,tt1579361,8.883705,74,
7323,3,2,['US'],1,0,87,4,17,15,"[(4, 0, 11)]","RobinWilliams,ForestWhitaker,TungThanhTran,ChintaraSukapatana,BrunoKirby,RobertWuhl,J,NobleWillingham,RichardEdson,JuneySmith,RichardPortnow,CuBaNguyen,DanStanton,DonStanton,FloydVivino",14,"[(5, 0, 9)]",13000000,,tt0093105,9.023282,121,Time to rock it from the Delta to the DMZ!
